,Date,change,News
798,2016-12-30,-1,"['Braeburn Pharmaceuticals files for IPO', 'Apple to cut iPhone production in first quarter of 2017  report']"
801,2017-01-05,1,"['Apple plans first retail store in South Korea  posts hiring notices', 'India reluctant to give special tax incentives to Apple', 'Apple pulls New York Times apps in China after government request', 'Apple s App Store generated  20 billion for developers in 2016', 'Streaming overtakes U S  digital music sales for first time  Nielsen', 'U S  stocks trade lower on the back of mixed data  Dow down 100 points', 'Samsung Electronics forecasts fourth quarter profit at over three year high']"
802,2017-01-06,1,"['Canada s competition watchdog closes two year Apple probe', 'Dow comes within 1 point of 20 000  indexes at records']"
803,2017-01-09,1,"['Mercedes Benz overtakes BMW to become largest premium carmaker', 'U S  stocks mixed at close of trade  Dow Jones Industrial Average down 0 38']"
804,2017-01-10,1,"['China s WeChat seeks slice of Apple s app store with  mini  function', 'Apple remains 2017 top pick for Morgan Stanley on increasing catalysts', 'Snapchat becomes latest tech firm to pick London despite Brexit']"
805,2017-01-11,1,['Exclusive  Alibaba  part of planned Taiwan fund  won t seek board seats at local firms   source']
806,2017-01-12,1,"['China s Xiaomi targets 2017 sales of  14 5 billion after 2016 overhaul', 'With new leverage  NYC s Stringer could reshape boardrooms', 'Apple to join foray into TV and film production   report', 'Dow tumbles triple digits on Trump policy uncertainty  eyes on Fedspeak', 'U S  appeals court revives antitrust lawsuit against Apple']"
807,2017-01-13,-1,['Nintendo disappoints with  299 price for new Switch console']
808,2017-01-17,1,"['After pound s fall  Apple to hike British app store prices', 'Greenlight s Einhorn sticks with what he likes  raises stake in GM', 'Restaurant chain Chuck E  Cheese prepares IPO  sources']"
809,2017-01-18,-1,"['India to consider Apple s request for incentives with  open mind   Minister', 'Nintendo says to launch Super Mario Run Android version in March']"
810,2017-01-19,1,"['EU antitrust regulators welcome Amazon  Apple audiobook deal', 'Facebook to build third foreign data center in Denmark', 'Indian government wants Apple  but not all officials are biting', 'Six Coolpad workers detained in patent dispute with former employer Huawei', 'China says can resolve trade disputes with new U S  government']"
811,2017-01-20,-1,"['Sony Music seeks Nigeria streaming growth to build on ringback market', 'Outgoing FCC chair warns against overturning net neutrality']"
812,2017-01-23,1,"['Wall Street dips on Trump protectionism  Qualcomm drag', 'LG Display reports record fourth quarter profits  panel prices seen rising further', 'Samsung says batteries caused Note 7 fires  may delay new phone launch', 'Xiaomi executive Barra  who drove smartphone maker s global push  steps down', 'Sprint to buy a third of Jay Z s music streaming service Tidal']"
813,2017-01-24,1,"['Samsung Electronics warns of political risks as chips boost fourth quarter profit', 'U S  trade commission to probe Nokia complaint against Apple', 'Target to launch mobile payment service in U S  stores this year', 'Texas Instruments quarterly revenue beats on automotive demand']"
814,2017-01-25,1,"['Chipmaker Qualcomm s revenue rises 3 9 percent amid legal challenges', 'Apple says dialogue with India on local expansion plans was  constructive ', 'Apple sues Qualcomm in Beijing seeking 1 billion yuan']"
815,2017-01-26,1,"['STMicro sees solid 2017 start  analysts say may supply iPhone 8', 'As regulators waver  Apple takes on Qualcomm in courts', 'PayPal outlook muted on mobile competition  currency trends']"
816,2017-01-27,-1,"['Europe s antitrust chief says fences hurt economies  consumers', 'Apple shares back in vogue as Wall Street bets on iPhone surge']"
817,2017-01-30,1,['European stocks lower as investors eye clash over Trump immigration ban']
818,2017-01-31,1,"['Super Bowl teams give Trump silent treatment', 'Facebook to develop app for television set top boxes  WSJ', 'Acting SEC chair seeks to scale back  conflict minerals  rule', 'Apple defies Wall Street with strong revival in iPhone sales', 'Top 5 Things to Know in the Market on Tuesday', 'Top 5 things to watch today', 'Apple fiscal Q1 sales seen boosted by iPhone 7 but future in doubt', 'U S  stock futures slip  focus on Apple in earnings downpour', 'U S  stock index futures lower as Trump policy doubts prevail ', 'Wall St lower as earnings disappoint ', 'Apple strategy in  smart home  race threatened by Amazon', 'U S  shares weaker as earnings news disappoints  weaker dollar']"
819,2017-02-01,1,"['Top 5 things to watch today', 'Strong iPhone 7 sales  a bridge  to Apple s next upgrade', 'Wall St mixed as Apple shines ahead of Fed decision ', 'U S  stocks wait for Fed with mixed signs  despite jobs data and Apple ', 'S P 500 down for fifth session  Apple spike lifts Nasdaq', 'U S  shares drift higher after Fed with growth focus in place', 'Global stocks higher  dollar steadies ', 'Savaged dollar steadies ahead of Fed  stocks rise', 'Top 5 Things to Know In the Market on Wednesday', 'U S  stock index futures up ahead of Fed  Apple in focus ']"
820,2017-02-02,1,"['Apple moves closer to iPhone assembly in India', 'Irish calculation similar to EU on Apple tax estimate  minister']"
821,2017-02-03,1,"['Samsung Electronics to launch web payments service for Android phones in South Korea', 'Snap shoots for the sky  promises little in  3 bln IPO pitch']"
822,2017-02-06,1,"['BT supports Google s Android in EU antitrust row', 'U S  plan to repatriate billions will have limited Hong Kong impact   HKMA']"
823,2017-02-07,1,"['Ireland challenges Facebook in threat to cross border data pact', 'Channeling Steve Jobs  Apple seeks design perfection at new  spaceship  campus', 'Quarter of U S  tech workers perceive discrimination  survey']"
824,2017-02-08,1,['S P 500 ekes out gain while banks drag on Dow']
825,2017-02-09,1,"['Mobile app firms settle NYAG claims over data disclosure shortfalls', 'Remote control  Companies blur lines over who owns devices', 'Apple CEO Cook  optimistic  about UK s future after Brexit  BBC']"
827,2017-02-13,1,"['Apple closes at record high for first time since 2015', 'S P 500 tops  20 trillion as Wall Street trades on Trump']"
828,2017-02-14,1,"['On the frontline of China s spending revolution  small loans  big data', 'Facebook launches app for watching its videos on TV', 'Apple breaks intraday record high for first time since 2015', 'Bets on financials  pharma power U S  hedge funds  strong start to year']"
829,2017-02-15,-1,"['Wall St  points to muted open as investors eye inflation data  Yellen', 'Fossil s smartwatch push seen eating into margins', 'Spotify to relocate  more than double U S workforce  New York state governor']"
830,2017-02-16,-1,"['Chinese firm files complaints with Chinese government over McDonald s China sale', 'Manchester United launches MUTV app for on the go club content']"
831,2017-02-17,1,"['Movers and shakers  Top 5 things that rocked markets this week', 'Spotify backed Soundtrack Your Brand raises  22 million for expansion']"
832,2017-02-21,1,"['EU agrees new rules to tackle multinationals tax avoidance', 'Snap arrives in London to woo skeptical investors ahead of IPO', 'Amazon to create over 5 000 jobs in Britain in 2017', 'BlackRock s largest mutual fund sours on Google', 'Snap bets on hardware as Facebook threat looms']"
834,2017-02-23,-1,"['Tech breakthroughs take a backseat in upcoming Apple iPhone launch', 'Tesla s  close to the edge  cash foretells capital raise']"
835,2017-02-24,1,['Buffett expected to tout passive investing in Berkshire annual letter']
836,2017-02-27,-1,"['Buffett says Berkshire has bought 120 mn Apple shares in 2017  CNBC', 'Wall St flat ahead of Trump speech ', 'U S  stocks flat ahead of Trump  Dow fights to tie 30 year record', 'Buffett s Berkshire more than doubled its stake in Apple  CNBC']"
837,2017-02-28,-1,"['Apple says it spent  50 billion last year with U S  suppliers', 'Disruption in Amazon s cloud service ripples through internet']"
838,2017-03-01,1,"['Taiwan s Foxconn  definitely bidding  for Toshiba chip business', 'U S  appeals court tosses patent verdict against Apple', 'Bridgewater shakes up management again as Dalio drops co CEO role']"
839,2017-03-02,-1,"['Vintage Western phone brands resurrected by Chinese players', 'BlackBerry s M A head Mackey says left company in February']"
840,2017-03-03,1,"['China hints at trade war strategy in South Korea standoff', 'Music service Spotify tweets it now has 50 million paid subscribers']"
841,2017-03-06,-1,['Volkswagen to unveil self driving car as part of post dieselgate shift']
843,2017-03-08,1,"['CIA contractors likely source of latest WikiLeaks release  U S  officials', 'SAP to offer its business apps on Google Cloud']"
844,2017-03-09,-1,"['STMicro shares slump on concerns over Apple supplies', 'Wall Street fights to hold on to gains as oil slips again']"
845,2017-03-10,-1,['Alphabet adds patent claim to Uber intellectual property theft lawsuit']
847,2017-03-14,-1,"['Retailer Fnac could become shareholder in music streaming site Deezer', 'Apple upside potential seen in iPhone sales  comparisons  services growth ']"
848,2017-03-15,1,"['China consumer day show skewers Nike shoes  Muji foods', 'Hawaii judge halts Trump s new travel ban before it can go into effect']"
849,2017-03-16,-1,['Swatch to launch Swiss smartwatch operating system by 2018']
850,2017-03-17,-1,"['Apple says to add two more R D centers in China', 'U S  prosecutors probing leak of CIA materials to WikiLeaks  sources']"
851,2017-03-20,1,"['U S  stocks mixed at close of trade  Dow Jones Industrial Average down 0 04', 'U S  equities close mixed  Dow posts third straight session of losses', 'China Premier Li says will further open services  industries  Xinhua', 'TSMC says to decide on U S  chip plant next year']"
852,2017-03-21,-1,"['World shares tumble on impatience over Trump policies  euro gains', 'Amazon to expand counterfeit removal program in overture to sellers', 'LG Electronics to launch mobile payments service in South Korea in June', 'Apple CEO visits China bike sharing start up ofo', 'Drone catchers emerge on a new aerial frontier', 'Apple unveils updated iPad with lowest ever price', 'Apple hits all time high after unveiling new version of iPad tablet ', 'Wall St turns lower as oil declines  Apple shines ']"
853,2017-03-22,1,"['U S  stock index futures lower after Wall St sell off ', 'Google allows users to share their locations in mapping app']"
854,2017-03-23,-1,['Music streaming firm SoundCloud raises  70 million in debt']
856,2017-03-27,1,"['Siemens pledges commitment to post Brexit UK', 'Facebook s Messenger app adds live location sharing', 'Britain reopens privacy debate after attack  presses tech firms', 'U S  top court considers changing where patent cases may be filed', 'China ride sharing giant Didi mulls  6 bln SoftBank backed investment  Bloomberg']"
857,2017-03-28,1,"['U S  stocks higher at close of trade  Dow Jones Industrial Average up 0 73', 'GM rebuffs two class share plan from Einhorn s Greenlight Capital']"
858,2017-03-29,1,['Samsung launches Galaxy S8 and dreams of recovery from Note 7']
859,2017-03-30,-1,"['The Galaxy S8 arrives as Samsung s hold on the smartphone market is slipping', 'China says pollution inspectors find firms falsifying data']"
860,2017-03-31,-1,"['Apple sends warning to banks with Australian mobile payments decision', 'Samsung Group boss earned  1 million at flagship in first quarter  shows first disclosure', 'China s Huawei posts flat profit growth amid tough battle with rivals', 'Foxconn fourth quarter net profit estimated T 68 77 billion  up 30 percent from year ago']"
