Text,Sentiment
Jeff eeves Charles Sizemore Discuss inkedIn Earnings The Slant NKD FB AMZN MWW,-1
A nder Armour option trader buy 3 200 call earn bet 6 move,1
MHP McGraw Hill Companies huge sell rat agency Fitch cut rat,-1
KB Homes KBH price target spy,1
user About G sideline mode good trend I see 2 22,-1
DN buy flag breakout entry 6 49 stop 5 98,1
AAP See Flash Crash 3 58pm,-1
SANW Piper put 14 tgt today They recent offer Would love know say I think quiet yr pricewise,1
user AAP IMHO sell news sorry I offend anyone G warriors,-1
PW make new 52 week hight today good volume,1
AAP Selling begin First Wave Dumping,-1
KBH break,1
AAP Flash Dump Begin,-1
In 20 minutes yutz 70 leak GOOG earn firm exist deep bowels wall street,1
AAP Dump progress Fund Managers 25 Done,-1
KBH Big move today At resistance,1
AAP Flash Dump progress 35 Done Be patient press Escspe,-1
When GOOG beat estimate stock average 2 7 gain When miss share fall 7 9 via user,1
AAP Dump Einhorn progress 40 Done Be patient,-1
CHK rip,1
user GOOG Eric Schmidt sell roughly 42 percent stake,-1
Kudos Tim Cook 4 push E Wed emember MK weekend 2 yrs ago b4 E Steve Jobs go medical leave 4 last time AAP,1
Green Weekly Monthly Triangle ISIS Scaling Down,-1
BZH Beazer Homes SA option traders get bullish earn buy 8k call,1
54 Short Ideas prepare next correction BID COX SV GD FXE PB WTW HF FCX CF MNST Prepare,-1
AN No serious resistance till 10 00 10 17 Just get start likely,1
ed Weekly Triangle HEK Closed 4 30 Net Profit 15 137 50 5 30,-1
SNFCA move stop tighter see reaction resistance,1
ADBE SHOT see around 17 20 soon 39 much adbe thank good day,-1
ed Weekly Triangle FT pdating near end trend,1
MSI SHOT see price around 32 34 soon 1 2 months Becefull Have nice day,-1
KEX close 3 37 call long 3 08 biggest winner day 1,1
AMZN back short clear 50 day,-1
IBM apparently number good,1
AAP resistance near 500 bearish 555 target 420 350,-1
GOOG lower trendline adjust,1
AAP bounce back trendline Should break I still short,-1
CHK look like intermediate term bottom,1
GMX 10 ouch,-1
TXN Why AH beat,1
ZNGA BYD MGM These ready sell yet NJ online gamble bill fail,-1
GOOG best chrome IOS better safari goog innovation far better,1
GMX 13,-1
user OK correction WDC 15 16 year highs,1
potential h neckline 65ish,-1
GOOG thank sake call love see go higher morning,1
AAP Crack nder 480,-1
user KEX volume continue I see go 4 pretty easy long today right 3 00,1
AAP Sell Off Somebody Know Something Dump,-1
TSA nice PVE get reject 35 50 area keep watch push,1
Green Weekly Triangle PBY Scaling p,-1
WH hold previous day low continue bounce gap fill SI back 50,1
ast time AAP Dropped Tim Cook Tim Cook speak Hummmm,-1
GMC miss party yet still consolidate could go day,1
GMX 18 news,-1
AAP Anyone suggestions bullish position assume 5 increase earn 530 long call seem limit upside,1
AAP set sell news tomorrow Cook speech He Jobs market disappoint Iwatch give break,-1
aapl aside simply lever common stock write put risky strategies play earn maximum reward,1
user AAP set sell news tomorrow Cook speech He Jobs market disappoint Iwatch give break,-1
SGMO monthly,1
user AAP WEAK want lower Tmrw nasty folks Sideline ya long Bears take,-1
user I would guess AAP issue magnitude map would know,1
AAP Made SA ess Profit Shareholder Share drop anticipation,-1
user I would buy iPad I wed 64 bite gigaflops gigabytes AM inux AAP,1
user AAP If TC announce bring cash back S Made SA ess Profit Shareholders Share drop anticipation,-1
AEG Over 28 23,1
ES SPY Ground Hog Week distribution highs,-1
home build KBH may break October level Over 17 20 17 26,1
AMZN Headed lower weekly channel support approx 233,-1
Good stuff user Google Earnings eview Hopeful Signs Multi Screen World GOOG XK,1
AMZN look add short position bounce,-1
Positive GOOG earn push NQ F higher finally look sync ES F YM F QQQ SPY DIA,1
MEA sell stock 1 3 wait lower,-1
Bloomberg Morgan Stanley ist Companies Higher Odds Takeover Offer FS TAKEOVE candidate,1
AAP Cover Short B4 Conference,-1
FAO decide direction waitforit,1
Green Weekly Triangle HEO Open Today Scaling,-1
GOOG much better position AAP Does rely hardware sales less competition search monopoly better vision,1
Green Weekly Triangle HEO Second Scaling,-1
CSX CEO CNBC,1
Green Weekly Triangle HEO Third Scaling Closed,-1
MCD news,1
Green Weekly Triangle HEO Net Profit 30 990 00 3 08,-1
user IBM 3 7 pre mkt GOOG 5 2 eaction tech good despite warts quarter,1
AAP like I say yesterday APPE break stock TC right CEO company Still SHOT,-1
I long ATHX 1 34 D 10 02 26 dividend pay today unit cost 9 76,1
AAP I get lot hate mail yesterday say SHOT apple I realize short definitely go work today,-1
ATHX b 1 35 w buy stop 1 50 range easy Wait first hr shake volume come STAY ONG STAY STONG,1
AAP enjoy really nice gain right SHOT Next stop 465 hold I expect APPE make new 52OW soon,-1
INVN also line watch list trade top red candle leave,1
Based historical research GS upgrade K short right upgrade Sell Neutral Sell signal,-1
MIDD ong 97 69 Trailing Stop 118 01 10 Stops 115 61 113 95 110 38 99 33 95 82 90 46 87 31,1
ike Not AAP fill gap B4 see 500 00 IMO,-1
user Another actionable alert KBH 18 Feb call Thanks,1
NEW POSTZN Is Still Grasp Corrective Forces,-1
IBM GOOG add gain regular trade hours I like I prefer GOOG 745,1
AAP hit resistance yesterday continue roll hold short currently,-1
If GOOG hold 745 today good volume bullish,1
AAP 480 weekly uptrend support become new resistance bear flag make,-1
Did like IBM call GOOG call last night,1
NFX SI slop lower cross Negative Divergence Daily Distribution,-1
AMZN cover short 1 long 267 61,1
AMZN clear rise trend line support 5 minute look add short position,-1
DDD I sell position way early 45 buy 30 good trade leave quite bite table ooking pullback,1
AMZN share trade insights POSTED VIDEO,-1
user Do strategy set stop loss win stock What set 10day MA stock FDX,1
VXY Added AAP Mar Bull Straddle EOD squeeze,-1
BAC Indtitutional buy 11 30 large Block,1
JBHT short right maybe write MA70 call buyers show close today,-1
QSII get close big gap SI good indicator,1
ZNGA Merrill upgrade retrace base breakout say 2 60,-1
GOOG Nice jump,1
AX ptrend exhaust start form downward channel Downward divergence MACD Strong support 60 04 Great SHOT,-1
AMD 2 72 pretty much pivot resistance If break could see 2 83 quickly,1
For past 8 years GOOG book avg return 6 5 Jan Mar option expiration It post positive return years,-1
OY Massive 80000 contract 8 way roll bullish trade OY call spread collar,1
For past 8 years GOOG post Best return 10 Worst return 28 Jan Mar option expiration time frame,-1
GOOG clear next buy area per video morning,1
AAP More like crapple one student say today Bearish move lower tomorrow fail exactly I think would,-1
FCFS Q4 beat top guide full year estimate evs 24 YoY net income 30 YoY,1
BAC Fiscal Cliff talk President Tonight Ouch,-1
FCFS expect open 75 85 new store 2013 majority Mexico,1
vmware VMW best wish deal complex H S,-1
SWY clean isle 6 7 8 short sellers bleed everywhere,1
AAP Mac manufacture un SA say Obama ower Profit Margin,-1
user nobullshytrader I post update soon SNSS,1
user AAP How smaller margins higher wag unions help apple,-1
ed Weekly Triangle SNSS pdating complete study check,1
user AAP make computers S The 1st line tablets call Pinto They explode swipe behind,-1
mention poise yesterday congrats big BE IBM p 5 Near All Time High via user IBM,1
BAC Obama slow rally Ouch,-1
buy little aapl 510 press position bite GOOG prooof expand mobile pie,1
AMZN short stop rough walk gap,-1
Why I BOGHT little AAP today pre earn break rule feel,1
could last good chance short AMZN,-1
1 game momos play stock pop next earn price action today say NFX,1
For past 10 years F book avg return 4 4 Jan Mar option expiration F post negative return years,-1
SWY Safeway Inc bullishness March Calls earn,1
V go full breakdown mode,-1
HOV look since sell November Nice move Dec preXMAS,1
Majority eading Stocks regularly lag NQ F ES F strong days AMH QCOM KS GS SSYS KBH FT GOOG,-1
BCM I work industry look smartphone everywhere network hardware space,1
AAP 20EMA,-1
user Yeah I think AAP underprice value stock,1
CEE crack 45 let go 45 15 full cover reshort CEE red train,-1
user I suppose I tweak guess eh AAP,1
FFIV short anybody think buy watch EZCH EZCH supplier comm co,-1
ed Weekly Triangle CB pdating,1
NFX short via Put 4 65,-1
SWY nice volume today,1
user Where see end next week NFX,-1
MSI glad I wait b4 place close stop hit Now breath much easier day,1
Why would anyone buy AX overprice service many high quality alternatives essentially cost half price,-1
AF complaints confirm M b,1
BAC New OD,-1
NFX murder short Wow,1
BAC New ow Day 12 20 Broken 12 18,-1
user NFX short destroy AAP beat nicely market go orgasm,1
BAC Oups OD 12 16,-1
AAP das 2 gef llt mir nicht,1
BAC Back run 11 75 area consolidate Sell Off Profit Take,-1
user I would buy MON I wait serious pullback get cheaper sure happen What think,1
BAC ot Big Sellers 2 New OD 12 12 Expect big sell EOD,-1
AAP What Al Gore know,1
ES F Vivid bearish volume histogram divergence XHB home sector TO EN PHM,-1
Apple call cash securities 137 1B vs 121B 16B increase less 2 5B divs 2B buybacks 92B offshore AAP,1
BAC healty consolidate day around 11 75 go 13 00,-1
AAP I short E Win OVEEACTING Stock around 475 85 By EOD Tomorrow,1
BAC Big Boys sell 2 lot Big Stake sale,-1
Charles Sizemore Straight Talk About Money Sizemore Insights MSFT DE,1
user BAC All bank reverse,-1
NFX easiest long side swing trade right,1
BAC ook evel2 lot sell occur fund,-1
user read Scaling Plan Sequence yes high level p 5 80 SNSS swing show remember,1
VMW short carry remainder overnight also short full position FB BID,-1
AAP 462 50,1
user still hold put MCP,-1
GGC Textbook From watchlist volume show clear indication This one easy,1
BBY Best Buy Founder Schulze Considers Alternatives Buyout Plan Feb 13 Profile hit NONE Disclosure Short BBY,-1
HFC 2 day performance 3 7 Short term traders look lock quick gain A breakout would still buyable,1
PPHM go like Ship,-1
VHC another one I may buy tomorrow look nice,1
CSCO Never mind Crisco Call KY long 16 target,-1
TSO good upward run resistance level form 45 44 Keep radar,1
user CalMustang 0 05 put get cheaper risk side MCP,-1
BCN Higher volume often indicate reversal point Technicals stock take,1
Omega Advisors initiate 3 million share stake FB also sell entire stake Apple AAP,-1
HC go website quasi DDD type play It really give entry point post earn Excellent risk None,1
AMZN matter I look I still figure value 269 47,-1
HAO ong Setup perhaps best recent winner long name need clear 8 44 50,1
BAC forget OPEX Friday 3rd Friday month So see 12 00 OPEX IMHO,-1
SWY run late today run Safeway get coffee I really cut back goal get 1 pot day 2,1
INVN CEE start red bar short CEE make move yet patience,-1
NFX brutal short squeeze 40 I hope see BCN ZNGA VVS AMD GTAT,1
user Wrong I long BAC till Yesterday I think fall love Stock instead make,-1
NFX stop Next stop 160 If go 130 near future go,1
COMPQ SPx AAP C CSCO GM Wall Street Futures red job data,-1
ATHX like 1 35 I stay long wk two,1
BAC Euro zone GDP plunge stoke rate cut expectations,-1
EBAY early morning bounce hold support 10 day MA,1
COH 52w low,-1
WNC bounce 20 day 8 cents line volume 12 ave full day,1
news NS,-1
ZNGA take Watch Shorts,1
NS aggressive put buy Feb options,-1
userZN beauty,1
NS break triangle,-1
ANY still,1
user Me NFX kick A,-1
OW cents away PT 38 30 Dumping position great gain,1
AAP weak volume,-1
VS breakout back test right would good entry point anyone interest name,1
CT decline 22 dividend cut 26,-1
FIO Considerable sell pressure due AAP link AAP FB account 50 rev AAP guide capex 10B 2B Y,1
HNZ guy think fill gap,-1
AAP ong Trade,1
AAP 65mins Bear Flags,-1
Keep OSTK watchlist break huge cup w handle pattern,1
ES F Hedges rotate Junk stock like Solars squeeze FS SPW Sign End QE Inflation ally,-1
BC watch list trigger Tuesday move today 147 volume top B band set stop,1
SPW see bearish divergence form watch flush short,-1
True user I think market tell AAP let go mobile Android way lose lap top windows GOOG MSFT,1
SPW short 12 33,-1
DECK love price action people make call yesterday stream GGS wife life,1
PPHM Going 0 69 ouch,-1
CEN break,1
BAC Sell Off day begin,-1
AXP come Catfish buy extreme fractal buy orange dot buy Chaos event PWmo2,1
user I agree accumulation SHOT term I bearish long term I bullish BAC,-1
AJ entry 18 35 stop 17 22,1
SPW cover 12 12 trust swing watch another short tomorrow,-1
ed Weekly Triangle PBY pdating inform,1
WOW WFM Bearish past 86 72,-1
ong BBBY beat 159 07 Stop loss 59 74,1
Selling ICE Short check video analysis,-1
ong term bullish anyone underestimate TSA ability print ugly candle today oves sell afternoon,1
ES TF YM SPY IWM DIA Hurricane FAGS P Another warn lite,-1
MSFT Thinking buy one swing trade VOME huge today break resistace,1
HNZ Another American Institution sell foreign interest SA gutted Buffett 0 management power 3G,-1
AAP 1 000 lot bid next weekly 470C 5 30 36 delta option could create support stock slight rally,1
GD SV NEM ABX AY The Price Gold plunge six month low,-1
BAC Consolidation progress 33 Done,1
COMPQ SPX IND AIG KFT AEP Futures trade red eye G 20,-1
report next Wed user ATW Barclays start Overweight,1
GD SV NEM ABX AY P DZZ The Price Gold plunge six month low,-1
MSFT nice breakout earn close,1
54 Short Ideas prepare next correction BID SV GD FXE PB WTW FCX CF MNST Starting tighten,-1
AAP close would like see Williams back 80 line SI back 30 last time gain huge,1
ATVI short tight stop,-1
adio spot w user today Talking IWM leadership new highs SPY likely course AAP,1
Equities esearch Morning post home page SSYS DDD,-1
FBHS another 3WeeksTight Tons right,1
user I early right thank lookin ssys,-1
Since user blog find many 3WeeksTight pattern TMB FBHS EQIX Find others screen,1
user I want frame post send may one read lol ssys,-1
GS 140 142 feel right enter swing position,1
DDD Breaks 50 day Stops 50,-1
ACX Phase III statistically better St Care Morphine 5Billion market Conservative 10 mkt 1x sales 10 stock XV BBH,1
SSYS 65 60 pick winner,-1
AAP Added Some,1
BAC 11 95 could pin today,-1
GOOG 15 min dot alert subscibers make HGE signal OMG serious good,1
user Why BAC fall Montlu OPEX Pullback OVerall Market,-1
